"start","end","latitude","longitude","type","rfmos.0","rfmos.1","rfmos.2","rfmos.3","eezs.0","vessel.name","vessel.flag","vessel.ssvid","loitering.totalTimeHours","loitering.totalDistanceKilometers","loitering.medianSpeedKnots","eezs.1"
"2021-07-30T04:46:43.000Z","2021-07-30T12:59:32.000Z",4.5670633333,0.217955,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","GREEN KARMOY","BHS","311009400","8.214","19.15","1.259",
"2021-08-07T12:58:59.000Z","2021-08-09T05:36:24.000Z",4.68233333335,0.68976666665,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","GREEN BRAZIL","BHS","309681000","40.624","57.493","0.764",
"2021-08-09T13:56:00.000Z","2021-08-09T18:59:19.000Z",3.16543833335,-2.59265833335,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","BELBEK","CYP","212857000","5.055","16.874","1.802",
"2021-08-27T21:57:01.000Z","2021-08-28T00:58:41.000Z",5.01532,-0.5041558333,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","VOLTA GLORY","GHA","627047000","3.028","1.997","0.356",
"2021-08-28T23:59:06.000Z","2021-08-30T20:57:38.000Z",2.75375,-0.4960833333,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","SIERRA QUEEN","BES","306136000","44.976","98.038","1.177",
"2021-08-30T21:59:06.000Z","2021-09-01T09:59:23.000Z",2.99675,0.2221666667,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","SIERRA QUEEN","BES","306136000","36.005","80.517","1.207",
"2021-09-01T21:59:09.000Z","2021-09-03T10:59:02.000Z",3.08216666665,-1.1124166667,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","SIERRA QUEEN","BES","306136000","36.998","114.73","1.674",
"2021-09-03T18:11:21.000Z","2021-09-03T19:59:19.000Z",3.225,-0.33749916665,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","SIERRA QUEEN","BES","306136000","1.799","6.558","1.968",
"2021-09-04T01:59:18.000Z","2021-09-04T06:21:01.000Z",3.22691666665,-0.0315,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","SIERRA QUEEN","BES","306136000","4.362","15.887","1.967",
"2021-09-04T18:42:02.000Z","2021-09-05T08:58:28.000Z",2.98599916665,-1.70325,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","SIERRA QUEEN","BES","306136000","14.274","48.352","1.829",
"2021-09-05T20:59:15.000Z","2021-09-08T07:58:12.000Z",2.8186658333,-0.35833333335,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","SIERRA QUEEN","BES","306136000","58.983","168.306","1.541",
